name;location;price_range_min;price_range_max;room_with_open_air_bath;rental_open_air_tubs;rental_indoor_tubs;rental_both_indoor_outdoor_tubs;tripadvisor_rating;tags;description;transportation;lat;lon;url
Kiki Shiretoko Natural Resort;192 Utoro-kagawa, Shari-cho, Shari-gun, Hokkaido, Japan;16700;47200;1;False;False;False;4.1;['Enjoy hot spring in snow', 'Hokkaido Region', 'Hokkaido', 'Shiretoko (Utoro) Onsen', 'Abashiri (Memanbetsu Airport)', 'Nemuro (Nakashibetsu Airport)'];Book Kiki Shiretoko Natural Resort in Shiretoko (Utoro) Onsen (Hokkaido) Situated on the heights of the Shiretoko Peninsula, a World Heritage Site, this all-inclusive resort offers a variety of room types. Guests can choose from hybrid Japanese-Western style rooms with exclusive views of the Okhotsk Sea sunset, to family-friendly Japanese-style rooms. Facilities include gender-segregated large hot spring baths with saunas and buffet dining featuring ingredients from Shiretoko, which is particularly well-received.;(1) Two hours 10 minutes by bus* from Memanbetsu Airport to Utoro Onsen Bus Terminal, then 20 minutes on foot (*Operation period: Mid-January early March, June September) (2) Seven hours 25 minutes by bus from Sapporo Bus Terminal to Kiki Shiretoko Natural Resort, then right over there (Advance booking required) (3) One hour 30 minutes by taxi from Nakashibetsu Airport The required times may slightly vary depending on the time of day. | (1) Two hours 10 minutes by bus* from Memanbetsu Airport to Utoro Onsen Bus Terminal, then 20 minutes on foot (*Operation period: Mid-January early March, June September) | (2) Seven hours 25 minutes by bus from Sapporo Bus Terminal to Kiki Shiretoko Natural Resort, then right over there (Advance booking required) | (3) One hour 30 minutes by taxi from Nakashibetsu Airport;44.0690331;145.0010455;https://selected-ryokan.com/ryokan/kiki-shiretoko-natural-resort_utoro-onsen_hokkaido.html
Shimoda Central Hotel;133-1 Aitama, Shimoda-shi, Shizuoka, Japan;22500;61000;14;False;False;False;4.4;['Rooms with private open-air baths', 'All rooms have hot spring baths', 'Tokyo suburbs', 'Shizuoka', 'South Izu Onsen'];Book Shimoda Central Hotel in South Izu Onsen (Shizuoka) It is an isolated ryokan located in an undeveloped woodland area near a village that is twenty-minute drive either from the Izukyu-Shimoda Station or the Kawazu Station, which is famous as a sakura (cherry blossoms) viewing spot. All 39 rooms are equipped with private hot spring baths, and 14 of them also have their own gardens and open-air baths facing the mountains. In the large public baths, gender-segregated open-air baths surrounded by the woodlands greenery are also popular.;(1) Two hours 40 minutes by JR Limited Express from Tokyo Station to Izukyu-Shimoda Station, then 20 minutes by shuttle bus (Advance booking required) (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, then one hour 30 minutes by JR Ito Line (Izu Kyuko Line) to Izukyu-Shimoda Station and 20-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 40 minutes by JR Limited Express from Tokyo Station to Izukyu-Shimoda Station, then 20 minutes by shuttle bus (Advance booking required) | (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, then one hour 30 minutes by JR Ito Line (Izu Kyuko Line) to Izukyu-Shimoda Station and 20-min shuttle bus ride from there (Advance booking required);34.7190425;138.9149018;https://selected-ryokan.com/ryokan/shimoda-central-hotel_south-izu_shizuoka_tokyo-suburbs.html
Miyajima Hanare no Yado Ibuku;1-21-48 Miyahama Onsen, Hatsukaichi-shi, Hiroshima, Japan;29700;56200;10;False;False;False;4.9;['Rooms with private open-air baths', 'All rooms have hot spring baths', 'Hiroshima Chugoku Region', 'Hiroshima', 'Miyajima Onsen', 'Hiroshima (Hiroshima Airport)'];Book Miyajima Hanare no Yado Ibuku in Miyajima Miyahama Onsen (Hiroshima) Designed in a style that mixes the traditional Japanese and modern elements, it is a ryokan situated in Miyahama Onsen, a hot spring resort on the opposite shore facing the island of Miyajima, a World Heritage Site in Japan. All guest rooms have hot spring water supply, and the 10 rooms in the annex come with private open-air baths. Kaiseki meals making use of seafood from the Seto Inland Sea and Hiroshima Beef, a local brand of wagyu (high-class Japanese beef), are a feast for the eyes and the stomach.;(1) One hour 25 minutes by JR Shinkansen from Shin-Osaka Station to Hiroshima Station, then 35 minutes by JR Sanyo Main Line to Onoura Station and 5-min shuttle bus ride from there (Advance booking required) (2) 50 minutes by bus from Hiroshima Airport to Hiroshima Station, then 35 minutes by JR Sanyo Main Line to Onoura Station and 5-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 25 minutes by JR Shinkansen from Shin-Osaka Station to Hiroshima Station, then 35 minutes by JR Sanyo Main Line to Onoura Station and 5-min shuttle bus ride from there (Advance booking required) | (2) 50 minutes by bus from Hiroshima Airport to Hiroshima Station, then 35 minutes by JR Sanyo Main Line to Onoura Station and 5-min shuttle bus ride from there (Advance booking required);34.271269484549;132.254628796249;https://selected-ryokan.com/ryokan/miyajima-hanare-no-yado-ibuku_miyahama_hiroshima_chugoku.html
Yunokuni Tensyo;19-49-1 Yamashiro Onsen, Kaga-shi, Ishikawa, 922-0298 Japan;24800;63300;1;False;False;False;4.1;['Rooms with private open-air baths', 'Nagoya Chubu & Hokuriku Region', 'Ishikawa', 'Kaga Yamashiro-Yamanaka Onsen (Kanazawa)', 'Kanazawa (Komatsu Airport)'];Book Yunokuni Tensyo in Kaga Yamashiro Onsen (Ishikawa) Entertain both adults and kids with three large bathing areas.;(1) 30 minutes by bus from Komatsu Airport to Kaga Onsen Station, then 15 minutes by shuttle bus (Advance booking required) (2) One hours 20 minutes by JR Limited Express from Osaka Station to Tsuruga Station, then 40 minutes by JR Shinkansen to Kaga Onsen Station and 15-min shuttle bus ride from there (Advance booking required) (3) Three hours by JR Shinkansen from Tokyo Station to Kaga Onsen Station, then 15 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 30 minutes by bus from Komatsu Airport to Kaga Onsen Station, then 15 minutes by shuttle bus (Advance booking required) | (2) One hours 20 minutes by JR Limited Express from Osaka Station to Tsuruga Station, then 40 minutes by JR Shinkansen to Kaga Onsen Station and 15-min shuttle bus ride from there (Advance booking required) | (3) Three hours by JR Shinkansen from Tokyo Station to Kaga Onsen Station, then 15 minutes by shuttle bus (Advance booking required);36.29383344962;136.364317245951;https://selected-ryokan.com/ryokan/yunokuni-tensyo_kaga-yamashiro-yamanaka_kanazawa_ishikawa_chubu.html
La Vista Akangawa;3-1 Okurushube, Akan-cho, Kushiro-shi, Hokkaido, Japan;23100;46700;0;False;True;False;4.3;['Rental hot spring baths for private use', 'All rooms have hot spring baths', 'Enjoy hot spring in snow', 'River view', 'Hokkaido Region', 'Hokkaido', 'Lake Akan Onsen', 'Kushiro (Kushiro Airport)', 'Nemuro (Nakashibetsu Airport)'];Book La Vista Akangawa in Lake Akanko Onsen (Hokkaido) All rooms have hot spring baths. With three types of private-use hot spring baths. The view of the river from spots such as the room and open-air baths is beautiful.;(1) One hour 15 minutes by bus (Ticket Booking) from Kushiro Airport to Lake Akanko Bus Center, then 7 minutes by shuttle bus (Advance booking required) (2) 3 minutes by JR Chitose Line from New Chitose Airport to Minami-Chitose Station, three hours 30 minutes by JR Limited Express from Minami-Chitose Station to Kushiro Station, then two hours by bus to Lake Akanko Bus Center, and 7-min shuttle bus ride from there (Advance booking required) (3) One hour 40 minutes by taxi from Nakashibetsu Airport The required times may slightly vary depending on the time of day. | (1) One hour 15 minutes by bus (Ticket Booking) from Kushiro Airport to Lake Akanko Bus Center, then 7 minutes by shuttle bus (Advance booking required) | (2) 3 minutes by JR Chitose Line from New Chitose Airport to Minami-Chitose Station, three hours 30 minutes by JR Limited Express from Minami-Chitose Station to Kushiro Station, then two hours by bus to Lake Akanko Bus Center, and 7-min shuttle bus ride from there (Advance booking required) | (3) One hour 40 minutes by taxi from Nakashibetsu Airport;43.008939145603;141.683172174582;https://selected-ryokan.com/ryokan/la-vista-akangawa_lake-akan_hokkaido.html
Wakatake no Sho;136 Fujiwara, Nikko-shi, Tochigi, Japan;18000;56100;1;True;False;False;3.9;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Tokyo suburbs', 'Tochigi', 'Kinugawa Onsen'];Book Wakatake no Sho in Kinugawa Onsen (Tochigi) The open-air baths face the river allowing you to enjoy the babbling of the waters. With 2 types of private-use hot spring baths. 40 minutes by train or taxi to Nikko Toshogu Shrine, a UNESCO World Heritage Site.;;36.845264568387;139.725490761793;https://selected-ryokan.com/ryokan/wakatake-no-sho_nikko-kinugawa_tochigi_tokyo-suburbs.html
Kuriya Suizan;3-4 Jozankei Onsen-nishi, Minami-ku, Sapporo-shi, Hokkaido, Japan;29700;57200;1;True;True;False;4.1;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mountain view', 'Hokkaido Region', 'Hokkaido', 'Sapporo Onsen', 'Jozankei Onsen', 'Sapporo (New Chitose Airport)'];Book Kuriya Suizan in Jozankei Onsen (Hokkaido) An auberge where you can enjoy hot springs. An inn with a relaxing atmosphere. Two rooms that come with hot spring baths.;(1) One hour by shuttle bus from Sapporo (near Odori Park) (Advance booking required) (2) One hour 10 minutes by bus from Sapporo Station to Daiichi Hotel Mae, then 3 minutes on foot (3) One hour 50 minutes by bus from New Chitose Airport to Daiichi Hotel Mae, then 3 minutes on foot The required times may slightly vary depending on the time of day. | (1) One hour by shuttle bus from Sapporo (near Odori Park) (Advance booking required) | (2) One hour 10 minutes by bus from Sapporo Station to Daiichi Hotel Mae, then 3 minutes on foot | (3) One hour 50 minutes by bus from New Chitose Airport to Daiichi Hotel Mae, then 3 minutes on foot;42.9687124;141.1648694;https://selected-ryokan.com/ryokan/kuriya-suizan_jozankei_sapporo_hokkaido.html
Hanare-no-Yado Yomogino;5-33 Atami, Atami-machi, Koriyama-shi, Fukushima, Japan;30800;74300;8;True;False;False;4.5;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Tohoku Region', 'Fukushima', 'Koriyama Onsen', 'Fukushima (Fukushima Airport)'];Book Hanare-no-Yado Yomogino in Koriyama Bandai Atami Onsen (Fukushima) All rooms are secluded accommodations located in a garden and equipped with cypress hot springs bath, except for the a room not equipped with a bathtub.;(1) One hour 20 minutes by JR Shinkansen from Tokyo Station to Koriyama Station, or (2) 40 minutes by bus from Fukushima Airport to Koriyama Station, then 20 minutes by JR Banetsu West Line to Bandai Atami Station and 5-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) One hour 20 minutes by JR Shinkansen from Tokyo Station to Koriyama Station, or (2) 40 minutes by bus from Fukushima Airport to Koriyama Station, then 20 minutes by JR Banetsu West Line to Bandai Atami Station and 5-min taxi ride from there;37.48252612;140.26920746;https://selected-ryokan.com/ryokan/hanare-no-yado-yomogino_koriyama-bandai-atami_fukushima_tohoku.html
Myojinkan;8967 Iriyamabe, Matsumoto-shi, Nagano, 390-0222 Japan;44000;78100;12;False;False;False;4.2;['Rooms with private open-air baths', 'All rooms have hot spring baths', 'Enjoy hot spring in snow', 'Mountain view', 'Tokyo suburbs', 'Nagano', 'Matsumoto Onsen'];Book Myojinkan in Tobira Onsen (Nagano) All rooms have hot spring baths. Ultimate hidden spa resorts in the heart of a mountain. The surrounding area is designated as the Yatsugatake-Chushin Kogen Quasi-National Park. Ryokan with a 80 year history. A famous modern Japanese style ryokan.;(1) Two hours 40 minutes by JR Limited Express from Shinjuku Station to Matsumoto Station, then 40 minutes by shuttle bus (Advance booking required) (2) Two hours 5 minutes by JR Limited Express from Nagoya Station to Matsumoto Station, then 40 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 40 minutes by JR Limited Express from Shinjuku Station to Matsumoto Station, then 40 minutes by shuttle bus (Advance booking required) | (2) Two hours 5 minutes by JR Limited Express from Nagoya Station to Matsumoto Station, then 40 minutes by shuttle bus (Advance booking required);36.205089;138.076978;https://selected-ryokan.com/ryokan/myojinkan_tobira_nagano_tokyo-suburbs.html
Hotel Hanajukai;3-5-10 Saiho-cho, Takamatsu-shi, Kagawa, 760-0004 Japan;18700;77000;9;False;False;False;4.1;['Rooms with private open-air baths', 'Sea view', 'Shikoku Region', 'Kagawa', 'Takamatsu Onsen', 'Kagawa (Takamatsu Airport)'];Book Hotel Hanajukai in Takamatsu Onsen (Kagawa) This ryokan features a new hot spring that bubbled forth in 1998 and a panorama of numerous islands and ships in the Seto Inland Sea.;(1) 50 minutes by bus from Takamatsu Airport to Takamatsu Station, then 12 minutes by shuttle bus (Advance booking required) (2) 50 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then 55 minutes by JR Limited Express to Takamatsu Station and 12-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 50 minutes by bus from Takamatsu Airport to Takamatsu Station, then 12 minutes by shuttle bus (Advance booking required) | (2) 50 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then 55 minutes by JR Limited Express to Takamatsu Station and 12-min shuttle bus ride from there (Advance booking required);34.342879478048;134.024469411943;https://selected-ryokan.com/ryokan/kiyomisansou-hanajyukai_kagawa_shikoku.html
Inatoriso;1531 Inatori, Higashiizu-cho, Kamo-gun, Shizuoka, 413-0411 Japan;22000;68800;12;True;False;False;4.1;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Sea view', 'Tokyo suburbs', 'Shizuoka', 'East Izu Onsen'];Book Inatoriso in East Izu Onsen (Shizuoka) An open air bath with a splendid view of the ocean. Rooms facing the water. A hot spring ryokan where guests can enjoy hot spring baths and the ocean. All rooms offer a view of the ocean.;(1) Two hours 25 minutes by JR Limited Express from Tokyo Station to Izu-Inatori Station, then 7 minutes by shuttle bus (Advance booking required. Shuttle service runs from 2 pm to 6 pm every day) (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, then one hour by JR Ito Line (Izu Kyuko Line) to Izu-Inatori Station and 7-min shuttle bus ride from there (Advance booking required. Shuttle service runs from 2 pm to 6 pm every day) The required times may slightly vary depending on the time of day. | (1) Two hours 25 minutes by JR Limited Express from Tokyo Station to Izu-Inatori Station, then 7 minutes by shuttle bus (Advance booking required. Shuttle service runs from 2 pm to 6 pm every day) | (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, then one hour by JR Ito Line (Izu Kyuko Line) to Izu-Inatori Station and 7-min shuttle bus ride from there (Advance booking required. Shuttle service runs from 2 pm to 6 pm every day);34.7689335;139.0369066;https://selected-ryokan.com/ryokan/inatoriso_izu-inatori-hokkawa_shizuoka_tokyo-suburbs.html
Shibu Hotel;2173 Hirao, Yamanouchi-machi, Shimotakai-gun, Nagano, Japan;18700;53400;0;True;False;False;4.7;['Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Tokyo suburbs', 'Nagano', 'Yudanaka-Shibu Onsen (Snow Monkey)'];Book Shibu Hotel in Shibu Onsen (Nagano) Located in a riverside area, overlooking a spa resort town from its public bath and guest rooms. With its warm feeling, the lounge reminds guests of elementary school classrooms in the 50s. Hot spring resort adjacent to Jigokudani Yaen-koen known for snow monkeys.;(1) One hour 30 minute by JR Hokuriku Shinkansen from Tokyo Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 5-min shuttle bus ride from there (2) Two hours 50 minute by JR Limited Express from Nagoya Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 5-min shuttle bus ride from there The required times may slightly vary depending on the time of day. | (1) One hour 30 minute by JR Hokuriku Shinkansen from Tokyo Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 5-min shuttle bus ride from there | (2) Two hours 50 minute by JR Limited Express from Nagoya Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 5-min shuttle bus ride from there;36.710879;138.503181;https://selected-ryokan.com/ryokan/shibu-hotel_snow-monkey_yudanaka-shibu_nagano.html
